603.157	37
603.648	8
604.139	24
604.629	17
605.12	14
605.61	20
606.1	21
606.591	29
607.081	21
607.572	17
608.062	16
608.552	16
609.043	23
609.533	23
610.023	16
610.513	19
611.003	18
611.492	18
611.982	26
612.472	26
612.962	18
613.452	20
613.942	20
614.432	30
614.922	20
615.412	18
615.902	19
616.392	13
616.879	20
617.369	11
617.859	22
618.349	20
618.839	21
619.328	24
619.818	24
620.308	22
620.795	24
621.285	11
621.775	22
622.264	20
622.754	25
623.243	19
623.731	26
624.22	23
624.71	20
625.199	22
625.688	21
626.176	28
626.665	22
627.154	14
627.644	17
628.131	22
628.62	30
629.109	18
629.598	20
630.086	20
630.575	21
631.064	21
631.553	19
632.04	24
632.529	15
633.018	11
633.505	21
633.994	21
634.483	21
634.972	17
635.458	14
635.947	22
636.436	15
636.923	19
637.412	15
637.9	21
638.387	16
638.876	15
639.364	27
639.851	19
640.339	20
640.826	22
641.315	12
641.803	27
642.29	26
642.778	26
643.264	25
643.753	21
644.241	21
644.728	20
645.216	20
645.702	14
646.19	17
646.677	19
647.165	11
647.653	22
648.139	27
648.628	19
649.114	17
649.602	14
650.088	23
650.576	29
651.062	26
651.55	13
652.036	18
652.524	17
653.01	26
653.497	23
653.983	15
654.471	15
654.957	21
655.445	20
655.931	19
656.418	19
656.904	28
657.39	22
657.877	26
658.363	24
658.85	19
659.336	21
659.824	21
660.309	18
660.795	20
661.282	26
661.768	24
662.255	22
662.74	24
663.226	25
663.713	22
664.198	19
664.684	16
665.171	9
665.656	17
666.143	21
666.628	26
667.114	22
667.601	22
668.086	26
668.571	20
669.058	19
669.543	19
670.028	23
670.513	16
671	25
671.485	21
671.97	19
672.457	16
672.941	27
673.426	24
673.911	22
674.398	26
674.882	22
675.367	20
675.852	17
676.339	23
676.823	28
677.308	23
677.792	23
678.277	19
678.763	20
679.248	26
679.732	27
680.217	20
680.701	21
681.188	18
681.672	14
682.156	23
682.641	17
683.125	28
683.609	14
684.095	24
684.58	20
685.064	20
685.548	29
686.032	22
686.516	22
687	20
687.484	31
687.97	22
688.454	22
688.938	24
689.422	22
689.906	16
690.39	15
690.874	25
691.358	31
691.842	24
692.326	23
692.809	16
693.293	20
693.777	22
694.261	23
694.744	23
695.228	22
695.714	12
696.197	22
696.681	20
697.164	24
697.648	19
698.131	23
698.613	24
699.096	23
699.579	23
700.063	19
700.546	23
701.03	20
701.513	27
701.996	21
702.479	20
702.963	17
703.446	15
703.929	22
704.412	25
704.895	25
705.378	19
705.862	19
706.345	21
706.826	26
707.309	24
707.792	26
708.275	17
708.757	15
709.24	14
709.723	23
710.206	25
710.687	27
711.17	19
711.652	26
712.135	14
712.618	30
713.101	28
713.581	27
714.064	24
714.547	24
715.029	18
715.512	21
715.992	26
716.475	21
716.957	25
717.44	14
717.92	17
718.402	19
718.885	31
719.367	22
719.848	11
720.33	17
720.812	25
721.294	29
721.775	23
722.257	15
722.739	17
723.219	15
723.701	17
724.183	22
724.665	17
725.146	15
725.628	16
726.11	20
726.59	20
727.071	19
727.553	24
728.033	11
728.515	23
728.997	26
729.477	23
729.959	20
730.438	11
730.92	20
731.402	13
731.882	23
732.363	19
732.843	25
733.324	24
733.806	22
734.286	18
734.767	27
735.247	15
735.728	26
736.21	24
736.689	20
737.17	19
737.65	20
738.131	23
738.611	16
739.092	23
739.571	19
740.052	26
740.532	26
741.013	14
741.492	19
741.973	25
742.452	19
742.933	21
743.412	14
743.893	23
744.373	23
744.854	21
745.333	22
745.813	24
746.292	17
746.771	23
747.252	19
747.731	23
748.212	22
748.691	25
749.171	14
749.65	19
750.129	23
750.61	17
751.088	22
751.567	16
752.048	24
752.526	24
753.007	12
753.485	16
753.964	17
754.444	21
754.923	21
755.401	22
755.882	21
756.36	21
756.838	18
757.319	18
757.797	23
758.275	24
758.756	22
759.234	17
759.712	24
760.19	13
760.67	17
761.148	17
761.627	16
762.107	14
762.585	21
763.063	26
763.541	26
764.019	24
764.499	27
764.977	20
765.455	28
765.932	22
766.412	27
766.89	17
767.368	18
767.846	17
768.324	19
768.803	25
769.281	31
769.759	21
770.236	19
770.714	29
771.192	24
771.671	21
772.149	27
772.626	25
773.104	22
773.581	15
774.059	22
774.536	22
775.014	15
775.493	23
775.97	13
776.448	20
776.925	24
777.402	24
777.879	24
778.357	25
778.834	24
779.311	20
779.788	24
780.265	23
780.742	27
781.22	18
781.697	17
782.174	28
782.651	29
783.13	27
783.607	18
784.083	20
784.56	21
785.037	23
785.514	24
785.989	24
786.466	20
786.943	21
787.419	19
787.896	23
788.373	21
788.849	21
789.326	21
789.803	16
790.279	17
790.756	23
791.232	23
791.709	20
792.185	16
792.662	19
793.138	20
793.613	17
794.089	22
794.566	26
795.042	13
795.518	21
795.995	26
796.471	29
796.947	24
797.421	20
797.897	16
798.374	24
798.85	25
799.326	25
799.802	23
800.276	23
800.752	24
801.228	26
801.704	29
802.18	22
802.654	25
803.13	27
803.606	17
804.082	18
804.556	22
805.031	18
805.507	19
805.983	19
806.457	21
806.932	23
807.408	18
807.884	20
808.358	16
808.833	15
809.309	24
809.784	22
810.258	22
810.733	17
811.209	13
811.682	19
812.158	27
812.633	23
813.107	24
813.582	26
814.057	26
814.531	23
815.006	24
815.481	15
815.955	20
816.43	19
816.903	24
817.378	22
817.853	13
818.326	23
818.802	22
819.275	18
819.75	17
820.225	25
820.698	22
821.173	18
821.646	15
822.121	15
822.593	19
823.068	24
823.541	17
824.016	18
824.491	17
824.964	19
825.438	26
825.911	25
826.386	28
826.858	25
827.333	17
827.806	18
828.28	24
828.753	15
829.227	27
829.7	29
830.173	26
830.647	13
831.119	21
831.594	16
832.066	17
832.541	21
833.013	26
833.487	16
833.96	20
834.432	18
834.906	17
835.378	19
835.853	24
836.325	16
836.797	18
837.271	19
837.743	25
838.215	22
838.689	19
839.161	22
839.635	17
840.107	27
840.579	25
841.053	22
841.525	27
841.997	20
842.469	22
842.943	29
843.415	23
843.886	25
844.36	23
844.832	24
845.304	13
845.777	22
846.249	23
846.721	17
847.192	20
847.666	25
848.137	20
848.609	22
849.081	21
849.554	23
850.025	14
850.497	17
850.968	21
851.44	21
851.913	19
852.384	22
852.856	22
853.327	23
853.798	16
854.272	25
854.743	19
855.214	22
855.685	23
856.156	15
856.627	21
857.099	22
857.572	24
858.043	20
858.514	29
858.985	21
859.456	20
859.927	24
860.398	15
860.868	22
861.339	24
861.812	24
862.283	29
862.754	23
863.225	21
863.695	15
864.166	19
864.637	30
865.107	24
865.578	26
866.049	25
866.519	16
866.99	19
867.461	22
867.931	23
868.402	21
868.872	21
869.342	18
869.813	21
870.283	28
870.754	21
871.224	25
871.694	19
872.165	16
872.635	20
873.105	28
873.576	27
874.046	22
874.516	21
874.984	25
875.454	22
875.924	23
876.394	23
876.865	21
877.335	14
877.805	14
878.275	20
878.745	28
879.215	28
879.682	24
880.152	17
880.622	18
881.092	22
881.562	19
882.032	30
882.5	14
882.969	24
883.439	25
883.909	23
884.378	16
884.848	22
885.316	21
885.785	18
886.255	13
886.724	19
887.192	24
887.661	24
888.131	24
888.6	24
889.068	21
889.537	22
890.007	17
890.476	17
890.943	16
891.413	24
891.882	15
892.351	16
892.818	17
893.288	22
893.757	21
894.224	18
894.693	24
895.162	18
895.629	14
896.099	23
896.568	26
897.035	21
897.504	20
897.973	13
898.44	20
898.908	25
899.377	31
899.844	25
900.313	18
900.78	18
901.249	22
901.717	23
902.184	24
902.653	25
903.12	17
903.588	21
904.055	21
904.524	21
904.992	22
905.459	20
905.927	24
906.394	24
906.862	21
907.329	22
907.797	28
908.264	26
908.732	28
909.199	23
909.667	25
910.133	18
910.602	28
911.068	21
911.536	27
912.003	21
912.471	22
912.937	19
913.405	22
913.871	17
914.337	22
914.806	23
915.272	19
915.74	22
916.206	15
916.674	24
917.14	22
917.606	19
918.074	15
918.54	18
919.007	22
919.473	24
919.939	25
920.407	18
920.873	15
921.339	26
921.806	17
922.272	18
922.738	29
923.205	16
923.671	17
924.137	23
924.604	25
925.07	19
925.535	21
926.003	22
926.468	20
926.934	20
927.399	13
927.867	19
928.332	18
928.798	17
929.263	20
929.73	19
930.196	25
930.661	13
931.126	23
931.593	28
932.059	20
932.524	16
932.989	23
933.454	23
933.921	25
934.386	16
934.851	20
935.316	22
935.781	20
936.248	19
936.713	10
937.178	17
937.643	20
938.108	18
938.573	26
939.038	24
939.505	26
939.97	23
940.434	18
940.899	18
941.364	21
941.829	17
942.293	22
942.758	16
943.223	23
943.687	21
944.154	20
944.618	20
945.083	20
945.547	20
946.012	21
946.476	27
946.941	26
947.405	25
947.87	24
948.334	16
948.798	24
949.263	21
949.727	21
950.191	22
950.656	12
951.12	27
951.584	24
952.048	26
952.512	21
952.977	31
953.441	21
953.905	18
954.369	26
954.831	25
955.295	16
955.759	18
956.223	19
956.687	22
957.151	12
957.615	18
958.078	22
958.542	16
959.006	15
959.468	22
959.932	19
960.396	26
960.859	15
961.323	17
961.787	12
962.25	16
962.712	25
963.176	17
963.639	21
964.103	18
964.566	18
965.03	18
965.491	24
965.955	24
966.418	13
966.882	24
967.343	20
967.807	17
968.27	22
968.733	20
969.195	17
969.658	28
970.121	16
970.584	30
971.046	22
971.509	23
971.972	26
972.435	22
972.896	25
973.359	21
973.822	26
974.283	21
974.746	30
975.209	24
975.67	18
976.133	13
976.596	24
977.057	26
977.52	25
977.983	15
978.444	16
978.907	18
979.369	27
979.83	22
980.293	27
980.754	19
981.216	15
981.679	20
982.14	19
982.602	25
983.063	25
983.525	21
983.986	16
984.448	19
984.911	24
985.372	16
985.834	26
986.294	27
986.757	20
987.217	21
987.68	22
988.14	23
988.602	21
989.063	19
989.525	22
989.985	37
990.447	19
990.907	20
991.37	24
991.83	17
992.292	23
992.752	18
993.212	19
993.674	21
994.134	24
994.596	13
995.056	30
995.518	21
995.978	19
996.438	23
996.9	19
997.36	23
997.822	24
998.281	22
998.741	22
999.203	22
999.663	20
1000.12	23
1000.58	22
1001.04	25
1001.5	18
1001.97	7
1002.42	22
1002.88	21
1003.35	27
1003.81	25
1004.27	27
1004.73	17
1005.19	32
1005.65	24
1006.11	27
1006.57	22
1007.03	21
1007.49	16
1007.95	20
1008.41	25
1008.87	24
1009.32	24
1009.79	6
1010.24	14
1010.7	22
1011.16	23
1011.62	27
1012.08	20
1012.54	18
1013	14
1013.46	27
1013.92	18
1014.38	24
1014.84	18
1015.3	25
1015.76	18
1016.22	24
1016.68	22
1017.13	13
1017.6	22
1018.05	23
1018.51	23
1018.97	19
1019.43	27
1019.89	19
1020.35	24
1020.81	18
1021.27	25
1021.73	18
1022.18	27
1022.64	26
1023.1	31
1023.56	22
1024.02	28
1024.48	28
1024.94	23
1025.39	27
1025.85	20
1026.31	23
1026.77	24
1027.23	23
1027.69	22
1028.14	20
1028.6	29
1029.06	27
1029.52	24
1029.98	23
1030.44	27
1030.89	24
1031.35	17
1031.81	20
1032.27	19
1032.73	16
1033.18	32
1033.64	16
1034.1	19
1034.56	28
1035.01	26
1035.47	23
1035.93	23
1036.39	18
1036.85	28
1037.3	24
1037.76	20
1038.22	22
1038.67	31
1039.13	28.0529
1039.59	23.9537
1040.05	23.6454
1040.51	21.8065
1040.96	20.9791
1041.42	20.1064
1041.88	28.6559
1042.33	24.9279
1042.79	26.6775
1043.25	18.1142
1043.7	17.8886
1044.16	26.8942
1044.62	17.6339
1045.08	24.9585
1045.53	22.8606
1045.99	21.2474
1046.45	22.7865
1046.9	23.3184
1047.36	21.5448
1047.82	23.4979
1048.27	19.6571
1048.73	24.8085
1049.19	24.4489
1049.64	20.1298
1050.1	19.3457
1050.56	24.1739
1051.01	25.5763
1051.47	20.5003
1051.93	24.7004
1052.38	23.1727
1052.84	26.2873
1053.3	22.9606
1053.75	23.0718
1054.21	24.9409
1054.66	21.2705
1055.12	23.8748
1055.58	22.0356
1056.03	22.5921
1056.49	21.0541
1056.95	23.5249
1057.4	23.7538
1057.86	24.097
1058.31	23.7948
1058.77	22.2308
1059.23	21.4722
1059.68	25.4609
1060.14	23.2875
1060.59	21.8218
1061.05	21.6282
1061.5	25.414
1061.96	24.0182
1062.42	26.129
1062.87	23.8867
1063.33	24.0366
1063.78	23.4743
1064.24	26.399
1064.69	28.8602
1065.15	23.5814
1065.6	27
1066.06	19.4565
1066.52	26.4121
1066.97	25.7582
1067.43	24.9834
1067.88	19.6416
1068.34	21.5764
